"id","reference","title","createdAt","publishedAt","updatedAt","trashed","trashedStatus","authorId","authorType","authorZipCode","QUXVlc3Rpb246MTA3 - En qui faites-vous le plus confiance pour vous faire représenter dans la société et pourquoi ?","QUXVlc3Rpb246MTA4 - En dehors des élus politiques, faut-il donner un rôle plus important aux associations et aux organisations syndicales et professionnelles ?","QUXVlc3Rpb246MTA5 - Si oui, à quel type d'associations ou d'organisations ? Et avec quel rôle ?","QUXVlc3Rpb246MTEw - Que faudrait-il faire pour renouer le lien entre les citoyens et les élus qui les représentent ?","QUXVlc3Rpb246MTEx - Le non-cumul des mandats instauré en 2017 pour les parlementaires (députés et sénateurs) est :","QUXVlc3Rpb246MTEy - Pourquoi ?","QUXVlc3Rpb246MTEz - Que faudrait-il faire pour mieux représenter les différentes sensibilités politiques ?","QUXVlc3Rpb246MTE0 - Pensez-vous qu'il serait souhaitable de réduire le nombre d'élus (hors députés et sénateurs) ?","QUXVlc3Rpb246MTE1 - Si oui, lesquels ?","QUXVlc3Rpb246MTE2 - Que pensez-vous de la participation des citoyens aux élections et comment les inciter à y participer davantage ?","QUXVlc3Rpb246MTE3 - Faut-il prendre en compte le vote blanc ?","QUXVlc3Rpb246MTE4 - Si oui, de quelle manière ?","QUXVlc3Rpb246MTE5 - Que faudrait-il faire aujourd'hui pour mieux associer les citoyens aux grandes orientations et à la décision publique ? Comment mettre en place une démocratie plus participative ?","QUXVlc3Rpb246MTIw - Faut-il faciliter le déclenchement du référendum d'initiative partagée (le RIP est organisé à l'initiative de membres du Parlement soutenu par une partie du corps électoral) qui est applicable depuis 2015 ?","QUXVlc3Rpb246MTIx - Si oui, comment ?","QUXVlc3Rpb246MTIy - Que faudrait-il faire pour consulter plus directement les citoyens sur l'utilisation de l'argent public, par l'Etat et les collectivités ?","QUXVlc3Rpb246MTIz - Quel rôle nos assemblées, dont le Sénat et le Conseil économique, social et environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ?","QUXVlc3Rpb246MTI0 - Faut-il les transformer ?","QUXVlc3Rpb246MTI1 - Si oui, comment ?","QUXVlc3Rpb246MTI3 - Que proposez-vous pour renforcer les principes de la laïcité dans le rapport entre l'Etat et les religions de notre pays ?","QUXVlc3Rpb246MTI4 - Comment garantir le respect par tous de la compréhension réciproque et des valeurs intangibles de la République ?","QUXVlc3Rpb246MTI5 - Que faudrait-il faire aujourd'hui pour renforcer l'engagement citoyen dans la société ?","QUXVlc3Rpb246MTMw - Quels sont les comportements civiques qu'il faut promouvoir dans notre vie quotidienne ou collective ?","QUXVlc3Rpb246MTMx - Que faudrait-il faire pour favoriser le développement de ces comportements civiques et par quels engagements concrets chacun peut-il y participer ?","QUXVlc3Rpb246MTMy - Que faudrait-il faire pour valoriser l'engagement citoyen dans les parcours de vie, dans les relations avec l'administration et les pouvoirs publics ?","QUXVlc3Rpb246MTMz - Quelles sont les incivilités les plus pénibles dans la vie quotidienne et que faudrait-il faire pour lutter contre ces incivilités ?","QUXVlc3Rpb246MTM0 - Que peuvent et doivent faire les pouvoirs publics pour répondre aux incivilités ?","QUXVlc3Rpb246MTM1 - Quel pourrait être le rôle de chacun pour faire reculer les incivilités dans la société ?","QUXVlc3Rpb246MTM2 - Quelles sont les discriminations les plus répandues dont vous êtes témoin ou victime ?","QUXVlc3Rpb246MTM3 - Que faudrait-il faire pour lutter contre ces discriminations et construire une société plus solidaire et plus tolérante ?","QUXVlc3Rpb246MTM4 - Pensez-vous qu'il faille instaurer des contreparties aux différentes allocations de solidarité ?","QUXVlc3Rpb246MTM5 - Si oui, lesquelles ?","QUXVlc3Rpb246MTQx - Que pensez-vous de la situation de l'immigration en France aujourd'hui et de la politique migratoire ? Quelles sont, selon vous, les critères à mettre en place pour définir la politique migratoire ?","QUXVlc3Rpb246MTQy - En matière d'immigration, une fois nos obligations d'asile remplies, souhaitez-vous que nous puissions nous fixer des objectifs annuels définis par le Parlement ?","QUXVlc3Rpb246MTQz - Que proposez-vous afin de répondre à ce défi qui va durer ?","QUXVlc3Rpb246MTQ0 - Quelles sont, selon vous, les modalités d'intégration les plus efficaces et les plus justes à mettre en place aujourd'hui dans la société ?","QUXVlc3Rpb246MTQ1 - Y a-t-il d'autres points sur la démocratie et la citoyenneté sur lesquels vous souhaiteriez vous exprimer ?"
"UHJvcG9zYWw6ZjJjZDQwYTctMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-98","Citoyens droits devoirs","2019-01-22 10:20:24","2019-01-22 10:20:24",,false,,"VXNlcjpmZGEwZTUzZS0xZTFlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","42600","Maire. Proximité. C est un sacerdoce en petite commune. C est très mal payé. Très chronophage et vous devez trancher donc il y aura toujours des mécontents","Non",,"Droit d inventaire après mandat et responsabilité juridique en cas de manquements et d absence de résultats positifs","Une bonne chose","Trop de politiques professionnels","Proportionnelle","Oui","Intercommunalité. Conseil général. Département région","Vote obligatoire","Oui","Comptabilisé","Ric","Oui",,,"En être issu. Pas plus de 10 ans en tant que professionnel politique","Oui",,"Application de la loi","Application de la loi.","Ce débat","L entraide au niveau local","Formation des jeunes. Journées civiques","Les mandats d élu locaux sont là pour ca","Agression visuelle. Affirmation visuelle le l appartenance a un groupe une origine et non respect de la nation","Pas de zone de non droit","Dépôt de plainte nominatif","Entre ceux qui travaillent et les autres","Favoriser l entrée dans l emploi","Oui","Travaux d intérêts généraux","Immigration politique. Sinon immigration avec contratde travail uniquement. Et preuve de l autonomie financière de l immigration a titre économique","Oui","Immigration choisie et non subie","Le travail. Aides d intégration limitées dans le temps.","Ne pas oublier les devoirs de chaque individu. On ne parle que des droits"
"UHJvcG9zYWw6Zjk1NWE1NDYtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-99","rétablir les enquêtes publiques en Bretagne et Hauts de France","2019-01-22 10:20:35","2019-01-22 10:20:35","2019-01-22 10:22:19",false,,"VXNlcjo3YzhiNmRhYS0xZDY1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","56920",,"",,,"",,,"",,,"",,,"",,,,"",,,,,,,,,,,,,"",,,,,,"La consultation publique portant sur la fin des enquêtes publiques en Bretagne et Hauts de France  achevée le 11 décembre 2018  a recueilli 2971 commentaires de  citoyens et de représentants d’associations parmi lesquels on ne compte que 3 avis favorables. Et pourtant le décret autorisant cette simplification de procédure qui retire au citoyen un moyen et un droit d’expression important  a été signé le 29 décembre 2019. On se moque du monde ! Aussi, à l’occasion du  GRAND DÉBAT NATIONAL,  je demande d’abroger ce décret refusé par les citoyens et de rétablir les enquêtes publiques."
"UHJvcG9zYWw6ZmQ2OTFiNDMtMWUyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-100","Démocratie = citoyen qui commande","2019-01-22 10:20:42","2019-01-22 12:13:14",,false,,"VXNlcjo0Yjc2MDMxYy0xZTI0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","25270","Le peuple","Oui",,"Faire ce que le’ peuple exige, faire un référendum, car démocratie c’est le peuple qui décide.","Une bonne chose","Comme un salarié en CDI il ne peut pas avoir deux CDI, un Élu c’est pareil",,"",,"Le rendre obligatoire seulement si le vote blanc est prise en compte","Oui",,"Référendum","Oui","Dès qu’une loi importante est mis sur la table","Un site internet, une page dans la presse, ou un compte rendu national reçu par les citoyens comme dans les villages",,"",,"Interdire tout signe religieux, ou obstentatoire, et les renforcer par des amendes sévères","Des léplus jeune âge a l’ecole","Écouter le peuple et il vous le rendra",,,,,,,,,"",,,,,,
"UHJvcG9zYWw6MDJjYzg2N2ItMWUyNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-101","Le pouvoir par les citoyens et pour les citoyens avec, entre autres : prise en compte du vote blanc, instauration du RIC en toutes matières et d'une Assemblée de citoyens tirés au sort et tournante qui contrebalance l'Assemblée Nationale et le Sénat","2019-01-22 10:20:51","2019-01-22 10:20:51","2019-01-22 13:37:47",false,,"VXNlcjoxZTczZWM2NC0xYTYyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","93100","Je fais confiance aux élus des 2 chambres (Assemblée Nationale et Sénat) mais aussi et surtout aux citoyens eux-mêmes et aux corps intermédiaires. Le pouvoir ne peut plus être vertical aujourd'hui, il faut que les citoyens participent et pèsent davantage sur leur destin. Il faut instaurer une Assemblée citoyenne (tirée au sort et tournante) qui contrebalance le pouvoir des 2 chambres déjà existantes. Il passer d'un régime présidentiel à un régime parlementaire et citoyen avec ces 3 chambres. Pourquoi ? Démocratie = pouvoir par et pour le peuple.","Oui","Une Assemblée citoyenne tirée au sort, qui aurait un rôle d'équilibrage par rapport aux 2 autres assemblées (Assemblée Nationale et Sénat). Et pas un uniquement un rôle consultatif mais législatif, constitutionnel, abrogatoire, révocatoire, etc.","Passer d'un régime présidentiel à un régime beaucoup moins vertical. Les citoyens doivent pouvoir peser en permanence sur leur destin sans délégation arbitraire de pouvoir. 3 solutions d'amélioration en plus :  - Instauration du  RIC en toutes matières : législatif (adoption d’un texte : loi, décret, règlement…), abrogatoire (annulation d’un texte de loi), constituant (modification de la Constitution), révocatoire (destitution d’un membre d’une institution, et notamment des élus), ratificatoire (ratification ou dénonciation d’un traité, pacte, accord international), suspensif (annulation d’une loi avant son entrée en vigueur), convocatoire (convocation d’une assemblée tirée au sort, d’un collège d’experts…) - Reconnaissance et prise en compte du vote blanc. Définition du vote blanc : bulletin blanc ou feuille de papier blanche, vierge de toute inscription, placée dans l’enveloppe qui elle-même est placée dans l’urne. Les enveloppes vides sont assimilées à un vote blanc. Décompte : les bulletins blancs sont décomptés spécifiquement et considérés comme suffrages exprimés. Condition préalable : le vote est rendu obligatoire (il reste à définir les sanctions pour les abstentionnistes non excusés). Seuil : si le pourcentage de votes blancs atteint la majorité absolue des suffrages exprimés (50% + 1 voix), l’élection est invalidée. Elle recommence avec d’autres candidats (interdiction aux premiers candidats de se représenter). Périmètre d’application : pour toutes les élections, à tous les tours. - Création d'une Assemblée citoyenne tirée au sort (avec rotation régulière) pour contrebalancer le pouvoir de l'exécutif et des 2 assemblées existantes (nationale et Sénat).","Une bonne chose","C'est une bonne chose dans le cadre actuel d'un régime qui ne donne pas suffisamment le pouvoir aux citoyens. Si le RIC en toutes matières était instauré, le cumul des mandats pourrait avoir du sens car l'action publique peut nécessiter du temps (plusieurs mandats) mais les citoyens doivent pouvoir contrôler ce que font les élus (RIC révocatoire ou correctif)","Pour mieux représenter les sensibilités politiques, il faut surtout mieux représenter les différentes composantes de la société, c'est à dire davantage de démocratie. Passer d'un régime présidentiel à un régime beaucoup moins vertical. Les citoyens doivent pouvoir peser en permanence sur leur destin sans délégation arbitraire de pouvoir. 3 solutions d'amélioration en plus :  - Instauration du  RIC en toutes matières : législatif (adoption d’un texte : loi, décret, règlement…), abrogatoire (annulation d’un texte de loi), constituant (modification de la Constitution), révocatoire (destitution d’un membre d’une institution, et notamment des élus), ratificatoire (ratification ou dénonciation d’un traité, pacte, accord international), suspensif (annulation d’une loi avant son entrée en vigueur), convocatoire (convocation d’une assemblée tirée au sort, d’un collège d’experts…) - Reconnaissance et prise en compte du vote blanc. Définition du vote blanc : bulletin blanc ou feuille de papier blanche, vierge de toute inscription, placée dans l’enveloppe qui elle-même est placée dans l’urne. Les enveloppes vides sont assimilées à un vote blanc. Décompte : les bulletins blancs sont décomptés spécifiquement et considérés comme suffrages exprimés. Condition préalable : le vote est rendu obligatoire (il reste à définir les sanctions pour les abstentionnistes non excusés). Seuil : si le pourcentage de votes blancs atteint la majorité absolue des suffrages exprimés (50% + 1 voix), l’élection est invalidée. Elle recommence avec d’autres candidats (interdiction aux premiers candidats de se représenter). Périmètre d’application : pour toutes les élections, à tous les tours. - Création d'une Assemblée citoyenne tirée au sort (avec rotation régulière) pour contrebalancer le pouvoir de l'exécutif et des 2 assemblées existantes (nationale et Sénat).","Oui","Supprimer le poste de Président de la République.","Rendre le vote obligatoire et prendre en compte le vote blanc. Définition du vote blanc : bulletin blanc ou feuille de papier blanche, vierge de toute inscription, placée dans l’enveloppe qui elle-même est placée dans l’urne. Les enveloppes vides sont assimilées à un vote blanc. Décompte : les bulletins blancs sont décomptés spécifiquement et considérés comme suffrages exprimés. Condition préalable : le vote est rendu obligatoire (il reste à définir les sanctions pour les abstentionnistes non excusés). Seuil : si le pourcentage de votes blancs atteint la majorité absolue des suffrages exprimés (50% + 1 voix), l’élection est invalidée. Elle recommence avec d’autres candidats (interdiction aux premiers candidats de se représenter). Périmètre d’application : pour toutes les élections, à tous les tours.","Oui","1ère phase : Rendre le vote obligatoire et prendre en compte le vote blanc. Définition du vote blanc : bulletin blanc ou feuille de papier blanche, vierge de toute inscription, placée dans l’enveloppe qui elle-même est placée dans l’urne. Les enveloppes vides sont assimilées à un vote blanc. Décompte : les bulletins blancs sont décomptés spécifiquement et considérés comme suffrages exprimés. Condition préalable : le vote est rendu obligatoire (il reste à définir les sanctions pour les abstentionnistes non excusés). Seuil : si le pourcentage de votes blancs atteint la majorité absolue des suffrages exprimés (50% + 1 voix), l’élection est invalidée. Elle recommence avec d’autres candidats (interdiction aux premiers candidats de se représenter). Périmètre d’application : pour toutes les élections, à tous les tours. 2ème phase éventuelle : il faudra peut-être tester, au moins localement, le seuil de la majorité relative du vote blanc et pas uniquement la majorité absolue.","Assemblée citoyenne tirée au sort et tournante pour contrebalancer le pouvoir des 2 assemblées (nationale et sénat). Avec un rôle pas uniquement consultatif mais complet (toutes matières). Instaurer le RIC en toutes matières. Prendre en compte le vote blanc comme suffrage exprimé et comme possibilité d'invalider et renouveler l'offre politique en cas de majorité du vote blanc.","Oui","RIC en toutes matières, uniquement à l'initiative des citoyens, sans contrôle parlementaire ni de qui que ce soit, sauf d'un organisme indépendant du pouvoir exécutif, législatif et judiciaire. Seuil à définir, par exemple 1% (idéal selon moi), 5% ou 10% du corps électoral concerné.","RIC en toutes matières, uniquement à l'initiative des citoyens, sans contrôle parlementaire. Seuil à définir, par exemple 1% (idéal selon moi), 5% ou 10% du corps électoral concerné. Interdiction de réviser la constitution et de signer des traités internationaux sans approbation de la majorité des citoyens. Instaurer une Assemblée citoyenne tirée au sort et tournante, avec pouvoir en toutes matières, pour contrebalancer le pouvoir des 2 chambres existantes (AN et Sénat).","Supprimer le CESE. Réduire le pouvoir du Sénat et l'Assemblée Nationale en instaurant une 3ème Assemblée citoyenne, tirée au sort et tournante.","Oui","Cf ci-dessus.","Garder absolument la loi de 1905. Lutter plus efficacement contre l'islamisation : tant que l'Islam n'aura pas fait son exégèse, nous serons confrontés aux problèmes évidents du djihad qui figurent dans le Coran lui-même.","Exemplarité des élus (ce qui n'est pas le cas pour l'instant). Renforcer l'Education civique mais pas dans le sens de mouler et d'asservir les citoyens, plutôt dans le sens d'une meilleure réflexion et d'une meilleure compréhension des responsabilité.","RIC toutes matières. Prise en compte du vote blanc. Assemblée citoyenne tirée au sort et tournante pour contrebalancer l'Assemblée Nationale et le Sénat.","Exemplarité des élus","Elle coulera de source avec l'exemplarité des élus.","RIC toutes matières. Prise en compte du vote blanc. Assemblée citoyenne tirée au sort et tournante pour contrebalancer l'Assemblée Nationale et le Sénat.","Haine du blanc, manque d'éducation et de savoir-vivre des immigrés. Lutter contre l'islamisation de notre société.","Exemplarité des élus","RIC toutes matières. Prise en compte du vote blanc. Assemblée citoyenne tirée au sort et tournante pour contrebalancer l'Assemblée Nationale et le Sénat.","Haine du blanc","Eduquer les immigrés et leur apprendre le savoir-vivre : la culture de l'insouciance et de la démission n'est plus supportable.","Oui","Preuve de bonne utilisation.","Immigration catastrophique qui transforme progressivement notre société. Islamisation à outrance de notre société.","Objectifs oui, mais fixés par les citoyens eux-mêmes.","Stopper tout de suite l'immigration massive et l'islamisation de notre société.","Education obligatoire, parler et écrire le Français, avoir un minimum de culture. S'engager sur les droits et devoirs, et sanctions si le pacte n'est pas respecté.","Instaurer une 6ème République avec Assemblée constituante. Supprimer le poste de Président de la République."
"UHJvcG9zYWw6MDM4NGY1OTctMWUyNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-102","contribution","2019-01-22 10:20:52","2019-01-22 10:21:36",,false,,"VXNlcjo0ODg4NThmMy0xZTI2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","13330",,"",,,"",,,"",,,"",,,"",,,,"",,,,"-Réformer l’allocation de rentrée scolaire en la distribuant sous forme de bons d’achat pour le matériel scolaire uniquement. -Retirer progressivement les allocations familiales aux familles qui ne respectent pas l’ordre public (d’abord un avertissement, puis 50%, puis suppression totale) -Rétablir la limitation de vitesse à 90 km/h. -Réhabiliter le centre pénitencier de St Laurent du Maroni en Guyane pour les extrémistes de nationalité française, et déchoir de la nationalité française les bi nationaux auteurs d’attentats et les renvoyer dans leur pays d’origine. -Fermer avec plus d’efficacité les centre religieux qui prônent l’extrémisme et le prosélytisme. -Référendum obligatoire pour les choix des grands sujets de société tels que la PMA ou la GPA… -Sanctions exemplaires contre les comportements inapropriés voire grossiers de la part des élus du peuple, allant d’une suspension temporaire du mandat à l’exclusion selon la faute. Ces gens là doivent montrer l’exemple…",,,,,,,,,"",,,,,,
"UHJvcG9zYWw6MDczNTQwNmQtMWUyNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-103","L’article 2 de la déclaration des droits de l’homme et du citoyen de 1789","2019-01-22 10:20:58","2019-01-22 10:20:58",,false,,"VXNlcjpmZDE1OTQyYi0xOTZmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","20167","Personne","Oui","sportive","respect de la parole donnée","Une mauvaise chose",,"proportionnelle","Non",,,"Oui",,,"Oui",,,,"Non",,"Interdire l'islam salafiste  et toutes les religions qui nuisent aux valeurs démocratiques","Interdire l'islam salafiste",,"Tous","Respect de la loi",,"Le terrorisme islamiste qui a déclaré la guerre totale à nos démocraties.","un permis de port d’arme devrait etre institué pour tous les volontaires à l’instar du permis de conduire avec examen et capacité à porter une arme. Cela permettrait aux citoyens primo intervenant de gêner les tueurs islamistes comme cela se fait déjà en Israël.  Dans un premier temps, les retraités de la police , gendarmerie, armée pourraient être les premiers volontaires de cette mesure citoyenne…",,"Envers les femmes,  les vieux, les SDF, les animaux.","Un peu plus de justice sociale.","Oui","Le respect de nos valeurs humaines et démocratiques","Immigration choisie.","non","Obligation totale à faire  respecter nos valeurs laïcs , démocratiques et  humaines avec force pour ne pas que nous sombrer dans le fascisme...","Le respect absolu de nos valeurs, de notre histoire, l’adhésion totale à la France","L’article 2 de la déclaration des droits de l’homme et du citoyen de 1789 stipule notamment que «  la résistance à l’oppression » est « un droit naturel et imprescriptible » Pour résister à l’oppression il faut un droit à détenir des armes pour les citoyens responsables comme en Suisse par exemple. En effet en  France il est interdit de détenir légalement des armes à feu de catégorie B sauf  DEROGATION délivrée par l’Etat …je propose de rétablir une  liberté individuelle fondamentale à savoir  détenir des armes non pas par DEROGATION  mais par le DROIT tout simplement  et ce bien évidemment avec les règles de sécurités déjà en vigueur. Sortir de ce contexte d’infantilisation du citoyen  ou la LOI  est  l’interdiction et la DEROGATION  le fait du prince qui se méfie de son peuple"
"UHJvcG9zYWw6MGIzYTJlNzAtMWUyNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-105","faire évoluer le dispositif institutionnel","2019-01-22 10:21:05","2019-01-22 10:21:05",,false,,"VXNlcjo4NjYyMDczMC0xZDY0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","89240","députés","Non",,"réduire le nombre de députés, pas de cumul de mandats, pas deux fois le meme mandat, création d'un congés politique, maintien de la rémunération existante avant le mandat, réduire les frais avec un seul collaborateur par député, présence obligatoire en séance, participation à une commission obligatoire, temps en région déterminé dans l'agenda de l'assemblée type une semaine sur quatre, interdiction de recevoir cadeaux, lobbyistes, mettre à la retraite les élus à 67 ans","Une bonne chose","Toutes les fonctions électives doivent etre réalisées à plein temps, y compris les maires. Pour ces derniers, regroupement des communes indispensables.","proportionnelle à 50 pour cent","Oui","Tous","rendre le vote obligatoire et prendre en compte le vote blanc, regrouper les élections","Oui","juste en le décomptant , ce qui montrerait que l'offre politique ne répond pas aux attentes de certains","référendum","Oui","une fois par an sur les grandes questions, mais nécessite un travail de pédagogie important","Donner un pouvoir de sanction aux cours des comptes régionales et nationale. Mettre en place des commissions publiques sur des sujets importants avec les différentes opinions en interdisant les représentants élus de rencontrer seul des lobbyings","les supprimer","Oui","les supprimer","actualiser une chartre , l'appliquer strictement, controler l'origine des fonds, ne pas y mettre un sou","éducation, sanctionner tous messages contraires ( amendes)","créer au niveau des communes des commissions pour traiter les sujets",,,"congés individuels politiques",,,,,,"Oui","travail d'intérêt général","trop simplifié par des discours réducteurs","oui, en fonction de nos besoins sur le long terme; émigration choisie","encore et toujours expliquer",,
"UHJvcG9zYWw6MTA3Njc1MmMtMWUyNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-106","imm","2019-01-22 10:21:14","2019-01-22 10:21:14",,false,,"VXNlcjo4OGE0YWJmZC0xZTI0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","98800",,"Non",,,"Une bonne chose",,,"Oui",,"vote obligatoire amende si la personne vote pas sauf si elle a une bonne raison médicale ...","Oui",,,"Oui",,,"avoir des menbres sélectionner dans le civil avec une rotation tous les ans","Oui",,"100 % de laicite",,,,,,,,,,,"Oui","suppression des aide si par exemple les personnes sont au chomage depuis plus de 2 nas","faire comme l'australie le canada et la nouvelle Zélande. Connaitre le français, et répondre a d'autre critère",,,,
"UHJvcG9zYWw6MTkyYzFmMzItMWUyNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-107","Citoyenneté","2019-01-22 10:21:28","2019-01-22 10:21:28",,false,,"VXNlcjphODBmYThhMy0xZDVmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","83330",,"Oui",,"Mettre en place le ric","Une mauvaise chose","Pas de continuité sur le long terme","Faire 2 partis politiques un pour les pro européens et un  pour les nationaux","Oui","Conseillers départementaux et régionaux","Je suis favorable, par internet","Oui","Comptabiliser les votes blancs lors du dépouillement et annuler l'élection tion si cela dépasse 50% (à une voix près)","Mettre en place le ric","Oui",,,,"",,,,,,,,,,,,,"",,,,,,
"UHJvcG9zYWw6MWY4MmU4YjgtMWUyNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-108","Pédagogie","2019-01-22 10:21:39","2019-01-22 10:21:39",,false,,"VXNlcjplN2VmZDU1NS0xYTY5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","29200",,"",,,"",,,"",,,"",,,"",,,,"",,,,"Pédagogie : l'enseignement de l'économie doit être assurée au collège puis au lycée : notions des impôts et taxes, des cotisations sociales, de leurs redistributions ; notion du budget de l'Etat et de la Sécurité Sociale ; notions de la tenue d'une comptabilité personnelle (recette, dépenses, emprunts …) ;  notions d'entreprises (chiffres d'affaires, TVA, salaires et charges, impôts, investissements, bénéfices, dividendes …)",,,,,,,,,"",,,,,,
"UHJvcG9zYWw6MmFhNTE2ZTQtMWUyNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-109","Assemblée National","2019-01-22 10:21:57","2019-01-22 10:21:57",,false,,"VXNlcjpjNmRmZWI5My0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","21910",,"Oui","Les organisations syndicales tous ce qui concerne le droit du travail","Il faut que ces élus représentent la sociologie de la population et non pas comme actuellement des élites qui sortent tous des grandes écoles et qui sont complètement déconnecté de se que vivent les français . Je suis pour une proportionnel intégrale de l'assemblée national et la suppression du sénat","Une bonne chose","Je suis pour afin d'éviter d'en faire un métier . Avec un mandat si on veut le faire correctement il y a déjà de quoi faire !","La proportionnel intégral dans toute les élections (National -Régional -Départemental -Communale)","Oui","Le département","Vote obligatoire en semaine","Oui","Si le vote blanc dépasse 50% des inscrits annulation de l'élection","RIC à la demande de 10% des électeurs","","Je suis pour un référendum à l'initiative uniquement du peuple  ( 10% des électeurs )","RIC","Suppression du sénat qui ne sert à rien . Le CESE les membres devrait être élu comme les conseillers prudhommaux sur des listes professionnels et non désigné  comme actuellement","Oui","suppression du sénat.  élections des membres du CESE afin de reflété la société civile",,,,,,,,,,,,"",,,,,,
"UHJvcG9zYWw6MzYxZTM1NGItMWUyNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-110","democratie et confiance","2019-01-22 10:22:17","2019-01-22 10:22:17",,false,,"VXNlcjo2NDVlZjQ3ZS0xZDUyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","17200","maire et député, s'ils sont plus proches de nous ce qui n'est pas le cas aujourd'hui, nos représentants sont ""hors-sol""","Oui","syndicats, associations de défense des consommateurs. reconnaitre leur avis et en tenir compte","arrêter d'être méprisant à leur égard, prendre en compte leurs demandes et demander aux technocrates du gouvernement de la considération pour le peuple","Une bonne chose","si il est respecté !","les respecter comme des acteurs de la démocratie et non comme des ennemis que vous voulez détruire, ce que vous avez fait en partie comme  un roi","Non",,"vote obligatoire en considérant le vote blanc","Oui","plus de 50% de votes blancs, on revote avec des candidats différents","déjà qu'ils aillent voter","Oui","les communes sont les plus à même  en considérant qu'elles ne soient pas déconsidérées comme actuellement","déjà leur dire ce qu'il y a actuellement","le sénat doit réguler le rôle des députés pour leur éviter de déconner !","Non",,"la culture, l'enseignement, la lecture",,"voter","respecter les autres sans les prendre pour  des inférieurs",,,,,,"les arabes et les noirs sont discriminés et les femmes  sont sous considérées, c'est un recul actuel de la société. les dérapage sont de plus en plus nombreux","être éduqué, avoir l'esprit ouvert. En ce moment la société se renferme sur elle même","Non",,"l'humanité déjà",,"c'est la grande question","toujours pareil , l'éducation","une bonne démocratie donne de bons citoyens"
"UHJvcG9zYWw6MzYxZTM1NGItMWUyNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-110","democratie et confiance","2019-01-22 10:22:17","2019-01-22 10:22:17",,false,,"VXNlcjo2NDVlZjQ3ZS0xZDUyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","17200","maire et député, s'ils sont plus proches de nous ce qui n'est pas le cas aujourd'hui, nos représentants sont ""hors-sol""","Oui","syndicats, associations de défense des consommateurs. reconnaitre leur avis et en tenir compte","arrêter d'être méprisant à leur égard, prendre en compte leurs demandes et demander aux technocrates du gouvernement de la considération pour le peuple","Une bonne chose","si il est respecté !","les respecter comme des acteurs de la démocratie et non comme des ennemis que vous voulez détruire, ce que vous avez fait en partie comme  un roi","Non",,"vote obligatoire en considérant le vote blanc","Oui","plus de 50% de votes blancs, on revote avec des candidats différents","déjà qu'ils aillent voter","Oui","les communes sont les plus à même  en considérant qu'elles ne soient pas déconsidérées comme actuellement","déjà leur dire ce qu'il y a actuellement","le sénat doit réguler le rôle des députés pour leur éviter de déconner !","Non",,"la culture, l'enseignement, la lecture",,"voter","respecter les autres sans les prendre pour  des inférieurs",,,,,,"les arabes et les noirs sont discriminés et les femmes  sont sous considérées, c'est un recul actuel de la société. les dérapage sont de plus en plus nombreux","être éduqué, avoir l'esprit ouvert. En ce moment la société se renferme sur elle même","Non",,"l'humanité déjà",,"c'est la grande question","toujours pareil , l'éducation","une bonne démocratie donne de bons citoyens"
