,authorId,id,reference,title,createdAt,publishedAt,updatedAt,trashed,trashedStatus,authorType,authorZipCode,QUXVlc3Rpb246MTYw - Quel est aujourd'hui pour vous le problème concret le plus important dans le domaine de l'environnement ?,QUXVlc3Rpb246MTYx - Que faudrait-il faire selon vous pour apporter des réponses à ce problème ?,QUXVlc3Rpb246MTQ2 - Diriez-vous que votre vie quotidienne est aujourd'hui touchée par le changement climatique ?,"QUXVlc3Rpb246MTQ3 - Si oui, de quelle manière votre vie quotidienne est-elle touchée par le changement climatique ?","QUXVlc3Rpb246MTQ4 - À titre personnel, pensez-vous pouvoir contribuer à protéger l'environnement ?","QUXVlc3Rpb246MTQ5 - Si oui, que faites-vous aujourd'hui pour protéger l'environnement et/ou que pourriez-vous faire ?","QUXVlc3Rpb246MTUw - Qu'est-ce qui pourrait vous inciter à changer vos comportements comme par exemple mieux entretenir et régler votre chauffage, modifier votre manière de conduire ou renoncer à prendre votre véhicule pour de très petites distances ?",QUXVlc3Rpb246MTUx - Quelles seraient pour vous les solutions les plus simples et les plus supportables sur un plan financier pour vous inciter à changer vos comportements ?,"QUXVlc3Rpb246MTUy - Par rapport à votre mode de chauffage actuel, pensez-vous qu'il existe des solutions alternatives plus écologiques ?","QUXVlc3Rpb246MTUz - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à changer de mode de chauffage ?","QUXVlc3Rpb246MTU0 - Avez-vous pour vos déplacements quotidiens la possibilité de recourir à des solutions de mobilité alternatives à la voiture individuelle comme les transports en commun, le covoiturage, l'auto-partage, le transport à la demande, le vélo, etc. ?","QUXVlc3Rpb246MTU1 - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à utiliser ces solutions alternatives ?","QUXVlc3Rpb246MjA3 - Si non, quelles sont les solutions de mobilité alternatives que vous souhaiteriez pouvoir utiliser ?",QUXVlc3Rpb246MTU3 - Et qui doit selon vous se charger de vous proposer ce type de solutions alternatives ?,QUXVlc3Rpb246MTU4 - Que pourrait faire la France pour faire partager ses choix en matière d'environnement au niveau européen et international ?,QUXVlc3Rpb246MTU5 - Y a-t-il d'autres points sur la transition écologique sur lesquels vous souhaiteriez vous exprimer ?,Region
340,VXNlcjphMzllMWQwNS0zMzA0LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZWY5MDc2MzYtMzMwNi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-74384,L'Etat doit nous aider à  la transition écologique,2019-02-17 23:54:09,2019-02-17 23:54:09,,False,,,97000, réaliser transition écologique individuel collective, état devoir aider citoyen acteur engager transition écologique participation individuel collective niveau local,Oui, comment vivre sereinement dégât occasionner mode vie planète,Oui, lire apprendre changer mode vie engager propre transition écologique parler partager engager collectivement changement, aménagement collectif état faciliter changement comportement, baisser prix aide solution alternative écologiquement meilleur,Non,,Je n'utilise pas la voiture pour des déplacements quotidiens,, vélo|les transports commun|l auto partager, état, avoir véritables choix matière environnement,,Mer
341,VXNlcjphN2I2ZDE3ZC0yNjM4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6N2ZiODFlZjMtMjYzYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-43877,taxer en fonction durabilité des objets,2019-02-01 17:14:49,2019-02-01 17:15:17,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, problème lier dommage pouvoir choisir réponse falloir arrêter production bien devoir sortir logique consommer avoir croissance falloir soutenir agriculture biologique consommation proximité répressif face pollueur entreprendre particulier développer transport commun falloir etat contrôler collectivité appliquer effectivement loi collecter dds réunion,Non,,Oui, prendre vélo faire co voiturage trier déchet acheter produire suremballés achat renseigner provenance durabilité utiliser produire toxique entretien maison jardin consommer acheter maximum produit bio climatisation, croire consciente problème,,,,Je n'utilise pas la voiture pour des déplacements quotidiens,,, acteur état région département mairie association, faire partager choix falloir abord appliquer devenir modèle choix bon climat santé pollution air rapport humain contact transport commun covoiturage apporter meilleur qualité vie pouvoir envier pays,,Mer
342,VXNlcjphNDAwODcyOC0xZjMzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YjJiODczZmQtMWYzOC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-12817,Environnement,2019-01-23 18:59:58,2019-01-23 18:59:58,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, arrêter récolter pétrole terre arrêter récolter arrêter produire masser préoccuper vapeur rejeter entreprise,Oui, vivre île risquer faire face catastrophe naturel cyclone séisme montée eau risque disparition île,Oui, pouvoir faire attention jete déchet rue transformer déchet combustible pouvoir adapter nouveau mode vie manger viander, falloir faire prendre confiance gens réel problème plaisanterie, voir mesure priser,Oui, falloir obliger gens changer mode chauffage polluer remplacer écologique,Oui, falloir investir solution alternative, vélo|le tram train, état, pouvoir faire accord signer pays européen respecter caractéristique accord faveur environnement falloir contrôle assidu pays vérifier respecter accord, question pesticide perturbateur endocriniens pollution eau dégradation flore faune déforestation,Mer
343,VXNlcjphNDVkMmVmOS0xZjI5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YzJkNzUwZjgtMWYyZC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-12126,Pollution,2019-01-23 17:41:41,2019-01-23 17:41:41,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, encourager produit recycler rayer emballage plastiquer limiter gaspillage alimentaire,Oui, asthme,Oui, recycler maximum aimer limiter déchet magasin proposer produit emballage habiter, transport commun, consigne bouteille verre transport commun gratuit,Oui, voir habiter utiliser chauffage electricité plein solution géothermie eolienne solaire force hydrolyque possibilité exploiter,Non,, transports commun, intercommunalité, stopper coopération commerciale pays pollueur, reprimer déchet sauvage pollueur particulier entreprendre donnant lourde amender encourager création entreprise proposer solution écologiques enrayer emballage plastiquer,Mer
344,VXNlcjphNDg4MTIyMi00MDIzLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZGM4OGI3YzQtNDA0Yy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-111178,C'est quand même bien orienté pour un débat #1,2019-03-06 21:17:27,2019-03-06 21:17:27,,False,,Citoyen / Citoyenne,97000, biodiversité disparition espèce, premier temps falloir apprendre mieux connaître développer recherche nombrer application technologique médicale final copie nature faire falloir cultiver espèce exister dorer limiter penser vente libre semence retoquer conseil constitutionnel falloir imposer industriel diminuer pollution simplement faire payer amende certificat économie énergie suffit continuer polluer augmenter marge payer cee falloir interdire produit provenance culture dévastateur huile palmer falloir contrôler rejet grand entreprise laboratoire déverser produit polluer cour eau voir océan avoir traçabilité pollution amender fermer nécessaire complexe production fautif falloir revenir système réutilisation récipient bouteille verre faire arrêter suremballages,Oui, augmentation sensible ouragan tempête renouvellement nappe phréatiques,Oui, nettoyage plage tri exister filière compétente, chauffage martinique besoin climatisation servir embouteillage transports commun aller partout surtout grever cad régulièrement rentrer métropole pac entretenir ventilation doubler flux voiturer obligatoire habiter campagne état fermer ensemble service proximité, miser lacer filière trier traitement déchet projet cour île seulement faire partir ue abandonner abération géopolitique penser nombril planète,Non, arrêter soleil,Non, utiliser majoritairement véhicule fin professionnel visiter chantier desservir transports commun, covoiturage|l auto partager, miser placer site internet département commune organisme besoin habitant espérer état venir mettre taxe supplémentaire passer plupart temps lorsqu organiser venter immobilières location vacance, proposer mise placer conseil international égide pays vrai pouvoir financier décisionnels destiner faire survivre planète faciliter mise placer grand politique envergure pitier sommet typer  coûter juste dirigeant venir propre avion heure technologie communication retrouver faire beau repas sortir concret, falloir repenser mode consommation consommation circuit courir établissement public équiper cuisiner école ephad administration apprendre enfant pouvoir manger uniquement devoir manger carotte forme longiligne saumon roser faire découvrir produit parent susceptible acheter grand surface revoir législation besoin sanitaire cantine typer interdiction avoir œufs frai œufs boiter frai vivre jeunesse campagne côtoyer régulièrement producteur éleveur apprendre jours abérations métier exemple naissance veau faire france transporter italie élever consommer france agriculteur rendre endetter acheter engrais semence emprunter vendre préalable culture maïs meilleur taux boursiers viande bovidé français soumettre temps observation chambrer froide observer présent parasite obligation soumettre viander importer routier transporter container entier pommer producteur beauce port être nazaire partir chiner revenir beau juteuse idem scandale transport traitement poisson augmenter dlc produit éviter gaspillage jusqu  yaourt dom tom dater métropole obliger grand surface détruire produit limiter dater créer filière récupération traitement démunir hériter terre parent emprunte enfant saint exupéry,Mer
345,VXNlcjphNDk5ZTVkMS0yM2Q5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZTIyZDI1NzUtMjNkYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-35747,tri,2019-01-29 16:31:01,2019-01-29 16:31:01,,False,,Organisation à but non lucratif,97000, accentuer accompagnement personne fragiles public isoler acquisition bon geste tri favoriser recyclage protection envirronement, obliger pouvoir public financer action sentir faveur association citoyen service,Oui, système dérégler fort chaleur,Oui, tri respect site environnementaux réduction achat emballage importer, transports site propre permettre déplacer sécurité horaire acceptables, crédit impôt usage transport commun,,,Non,, transports commun|train tram, collectivité régionale prérogative économique transport, interdire importation produire flux financier pays respecter engagement, transition écologique passer gain seul crédit impôt élément adhésion,Mer
346,VXNlcjphNTdhYWY5YS0xOTZlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NDA5NzIwZjItMWUzOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-1574,Transition rapide ... en douceur,2019-01-22 12:31:25,2019-01-22 12:31:25,,False,,Citoyen / Citoyenne,97000, biodiversité disparition espèce, restauration biotope constitution reserves large renforcement zone naturel milieu urbains,Oui, impact social risquer mener conflit,Oui, miser nen placer outil information aider association pieu communiquer faire connaitre solution, flecher intégralité taxe carbone budget budget global etat, imposer produit emballage superflus création solution création energie niveau quartier,Oui, biomasse vent photovoltaique,Non,, transport demande|l auto partager, etat, mettent placer france, comportement changer education apprendre jardiner respecter imposer restriction rapide industrie,Mer
347,VXNlcjphNWUxYzQ4YS0xZWYxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YjMyYmFiNmItMWVmNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-8808,enveloppe ecologique,2019-01-23 10:53:13,2019-01-23 10:53:13,,False,,Citoyen / Citoyenne,97000, pollution air, augmenter centrale nucléaire electricite pollution,Non,,Oui, mettre placer mini poubelle pile ramassage mois, passer voir prix carburant, poiuvoir faire propre energie solaire faire escroquer escros,Non,,Je n'utilise pas la voiture pour des déplacements quotidiens,, transport demande, mairie, vendre centrale nucléaire faire leves fondre niveau européen action cibler grand nettoyage mer ex, france polluer  pollution mondiale devon participer hauteur  reparation ecologique,Mer
348,VXNlcjphNzZlYTlhNC0yMDdiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NzM4YmRjYjItMjI3OS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx // UHJvcG9zYWw6YTI2NDExZjMtMmMzMi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-59774 // 2-31259,CO2 // Pollueur Payeur,2019-02-09 07:19:19 // 2019-01-27 22:21:03,2019-02-09 07:19:19 // 2019-01-27 22:21:03,,False,,,97000, pollution air, homme savoir priver bruler petrole falloir creer centrale recyclage air ville simple tres efficasse developpement transports rail train automatique,Oui, choc temperature achat climatiseur egal production energie dereglement climatique temperatures extremes,Non // Oui, limitation transfert vehicule limitation consommation electriques, transports accessibles frequents primer electrique insuffissante plutot vehicules electriques trop chers vehicules etaient meme prix combustion conversion faire rapidement, primer  vehicule electrique,Oui, isolation thermique logement globalite isolation thermique grand sol toiture ouvrer,Non,, transports commun|le vélo transports commun, region region couloir boire piste cyclables intersection securisees, creation liasons autoroutieres directes nord sud ouest quiite construire tunnel  kms degorger ville grand travail mobilite rail automatique inter pays inter regions, suppresion arrets vehicules inutiles typer feu rouge stop rond poindre etcc arret égaler pollution sonore polluer creation tunnel routier simple tuber   voir montante  voir descendre traversees grand ville taxation transports aeriens polluer guise,Mer
349,VXNlcjphNzhkMzYzYy0xZTQ1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZDI4YWRiNGMtMWYzZi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-13205,Une transition plus juste et équitable. D'abord par ceux qui en ont les moyens.,2019-01-23 19:50:58,2019-01-23 19:50:58,,False,,Citoyen / Citoyenne,97000, assurer utilisation durable ressource énergie alimentation matière première, investissement publiques développement solution adapter transition écologique,Oui, niveau pollution souvent dépasser disparition élément naturel glacier evénements météorologiques extrême fréquents inondation feu forêt canicule ouragan,Oui, attention origine produit alimentaires tri sélectif véhiculer hybrider utilisation transports commun,, diagnostiques formation rembourser crédit impôt,Oui, diagnostique expert indépendant rembourser aide crédit impôt,Oui, disponibilité confort régularité moyens difficile prendre train surcharger trop cher difficile prendre vélo piste cyclables exister dangereuses difficile prendre bus ponctuel,, région intercommunalité, développer modèle fonctionner citoyen économie modèle économiquement intéresser suivre taxation investissement aide, falloir commencer faire supporter poids transition moyens banquer financer projet aller transition devoir taxer souhaiter augmenter taxe carburant falloir offrir exemption fiscales petit revenu entreprise faire fort bénéfice devoir avoir droit faire polluer directement indirectement logistique transports source énergie utiliser,Mer
350,VXNlcjphODQ3MmFhNS0xYTBhLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZTgzMjAzNjAtMjAxOC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-19301,La transition écologique levier pour une économie de Valeurs,2019-01-24 21:44:55,2019-01-24 21:44:55,2019-01-25 02:53:22,False,,Citoyen / Citoyenne,97000, système développement économique baser intérêt opposer agressif environnement, falloir imposer investissement citoyen hauteur  grand entreprise secteur connexes environnement transport énergie exploitation ressource territorialisation échelle régionales infra régionales agir investissement spéculatif intégration habitant territoire gestion économique structure impacter existence santé patrimoine commun mobilité sentir imposer entreprendre fort impact population distribution alimentaires communication fort rentabilité performance sociétale agir légiférer sens responsabilité sociétales entreprise rse fixer objectif résultat obligatoires impact sociétal environnement humains développement territoire,Oui, brume sabler martinique prolifération sargasse dérèglement climatique,Oui, acheter produit baser économie circulaire tri déchet développement action proximité écocitoyennes aménagement domicile équipement propre, meilleur organisation transports véhicule puissants propre développement logique économie sociale solidaires service proximité dimunuer envolée coût entretien pression profit, arrêter penser classer être supérieur être inférieur presser mettre placer vrai solution éducation populaires école centrer développement humain,Oui,,Non, garantie service minimum pénaliser prise otage totale usager fin intérêt singulier, transports commun|le covoiturage|l auto partage|le vélo, état devoir principal initiateur typer projet arbitre méthodologie miser oeuvrer jusqu exploitation projet devoir obligatoirement réaliser cadre participatif début réflexion opportunité jusqu exploitation projet impacter organiser vie population citoyen titrer principal concerner financeur partir impôt convenir élus technicien représentant engagement citoyen territoire concerner présent instance pilotage miser oeuvrer projet, développer logique transversale citoyen citoyen exiger avis population question voir référendum miser bon sentir habitant enjeu, organisation distribution service territoire produire alimentaires équipement informatique équipement générer concentration déchet ensuite reverser service publiques collecter déchet situation venir peser budget municipalité gestion traitement concentration déchet organiser stimuler méthode marketing scientifique voir influencer population consommation croissance économique structurer convenir interdire circuit commercialisation saler éthique offrir population service propre économiquement éthique concerner organisation service publiques mieux construire proposer modification octroi mer ensemble marchandise commercialiser circuit saler redistribution municipalité fonction impact territoire gestion déchet,Mer
351,VXNlcjphOGI5N2JkYy0yNGExLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MTc5NjhlOGItMjRhYi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-38588,Vers une transition écologique accélérée.,2019-01-30 17:21:26,2019-01-30 17:21:26,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, accélérer transition écologique europe devoir taxer produit importer fabriquer énergie produire ressource fossile trop facile critiquer chine premier émetteur ges principal fournisseur produire transformer lutter obsolescence programmer interdire taxer fortement produit durables réparables développer énergie renouvelables devenir leader secteur nucléaire lancer grand chantier rénovation thermique bâtiment faire vraie éducation environnement développement durable cour scolarité éduquer génération futures veiller administration réellement exemplaire matière économie énergie appliquer vrai fiscalité écologique taxe carbone voiture taxation transaction financière redévelopper massivement transports commun offrir vraie alternative voiture notamment réseau ferroviaire délaisser mobilité douce vélo assistance électrique co voiturage falloir transport commun devenir pratiquer couteux voiture individuel lancer grand campagne information développement durable économie énergie tri styler année  pétrole idée améliorer tri recyclage rendre obligatoire niveau particulier entreprendre administration industriel subventionner massivement agriculture raisonner biologique faire sortir devenir modèle agriculture intensive subventionner massivement dizaine année réduire tva produit bio rendre accessible consommateur introduire bio cantine scolaire réduire consommation viander,Oui, martinique échouage sargasse lien clairement démontrer changement climatique courantologie modifier apport nutriment fleuve amérique sud minéraux pluie sabler recrudescence événement météo violer cyclone pluie sabler provenance sahara lien désertification,Oui, niveau professionnel tant charger mission promotion développement durable deal martinique niveau personnel tri réduction déplacement avion achat uniquement besoin réparation faire durer maximum objet acheter économie électricité eau changement alimentation sensibilisation, campagne information incitation financière, falloir récompenser citoyen vertueux prix variable taxe ordure ménagère fonction tri réaliser taxation poids déchet diminution prix transports commun aider achat vélo assistance électrique remboursement déplacement vélo instaurer variabilité prix électricité consommer cher rapport nombrer  habiter,Oui, martinique falloir construire habitation adapter usage climatisation systématique logement individuel bureau favoriser ventilation naturel falloir sortir climatisation falloir systématiser chauffage solaire eau chaude,Non, actuellement raison relief surtout absence pister cyclables usage vélo dangereux martinique ailleurs mise œuvre tcsp transports commun rester insuffisants martinique co voiturage développer, transports commun|le covoiturage|l auto partage|le vélo, collectivité locale devoir mettre placer piste cyclables promouvoir vélo améliorer transports commun, lobbying appuyer relation privilégier allemagne allier pays nord europe clairement avancer terme développement durable montrer exemple vraie politiquer volontariste doter budget conséquent positionner leader organiser cop développement durable sujet aborder seulement climat, devoir devenir priorité nationale urgence falloir changer modeler économique arrêter baser croissance falloir développer néga watt sobriété heureux consommation besoin désir développement économie durable entrainera création emploi bonheur,Mer
352,VXNlcjphOGM2NzVhYy0zMmUyLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YWUyZTcwNWYtM2VmMi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-106874,La transition écologique : le gros mensonge et la grande arnaque,2019-03-05 03:59:23,2019-03-05 03:59:23,,False,,,97000, principal problème mr macron ainsi Monsieur veste retourner philippe maire darmanin, effet france problème créer nouvelle taxer résoudre étouffer travailler vraiment  français payer irpp parler dérèglement climatique totalement faillir inviter sortir boulevard périphérique informer exemple rendre muser terrer amata nice effet apprendre emplacement découvrir habitat humain dater environ   an site humain trouver bord plage actuellement situer  métrer dessus niveau méditerranée actuelle voir epoque putain diesel polluer terre cycle réchauffement climatique faire chaud france parler rhinocéros découvrir cagne mer construire autoroute  vraiment animal banquise vouloir faire culpabiliser marteler jours communiste goulag responsable réchauffement climatique faillir planète terrer cycle réchauffement premier dernier contrario inviter rendre lyon croix roux admirer gros caillou gros caillou lyon gros caillou arriver lyon pousser glacier oui époque terre cycle refroidissement glacier venir jusqu lyon imaginer france recouvrir moitié glace taxer inventer faire fondre glacier vouloir culpabiliser dire ours blanc espèce voir disparition malheureusement ours blanc espèce ours brun refroidissement planète parer fourrure blanche permettre adapter environnement neige rouge fourrure rouge première foi ours blanc subir réchauffement climatiques là revenir prochain cycle refroidissement long terme taxer aller inventer   année soleil aller eteindre vie terre connaissons aller disparaître totalement vouloir culpabiliser taxer véhicule produire  affirmer  nuisible vérité mr macron effet savoir taux  époque dinosaure taux  foi supérieur impression faune flore chétives époque aller muser histoire naturel mr macron vouloir parler dérèglement climatique parler astéroïde percuter planète terrer disparaître dinosaure développer famille intéresser vouloir parler mammifère pouvoir astéroïde là savoir mr macron pouvoir connaître prendre information scientifique français malheureusement plupart issir cnrs fonctionnaire payer etat français vouloir quitter nombreux privilège dire vérité obéir bon moutons réalité vraie unique vérité là terre cycle réchauffement pouvoir absolument activité humaine amplifier réchauffement pouvoir chose apporter solution vraies loin ideologie socialo communiste prévaloir  an malheureusement majorité français écolo regarder intérêt personnel voir mariage approuver insulte nature grand expliquer loin effet rappeler ordure mitterand vendre français mérite diesel dire nocif détaxant scandaleusement principe egalité impôt sauver dizaine millier emploi industrie automobile diesel taire année cancer environ   personne an  an   mourir france évitables crime humanité approuver mr macron envoyer politiques cpi cour pénale international seule vraie solution éviter catastrophe humaine parler coût astronomique déplacement population infrastructure intérieur terre mettre pilotis seul endroit connaissance commencer faire floride sûr devoir compléter minimisation produit contribuer accélération réchauffement continuer vendre diesel arriver ; informer carburer responsable exploision allergie effet particule émettre diesel grand quantité français vouloir changer filtre particule régulièrement intérêt personnel prévaloir promener atmosphere agglutiner pollen particule agglomérer pollen ensuite respirer homme aller positionner bronche bronchiole corrosives pénétrer tissu pollen déclencher réaction immunitaire corps étranger début réaction défense organisme normale fil temps réaction devenir forte créer allergie ; allergie réponse immunitaire exagérer vanter mérite électrique dire pollution faillir produire electricité polluer centrale charbon centrale nucléaire pire pollution electrique parler batterie véhicule thermique batterie représenter   kilogramme electrique centaine kilogramme batterie renfermer métal lourd cadmium dire comment aller recycler batterie inventer taxe carbone argent aller aller foi poche fonctionnaire technicien surfacer présider république rappeler vignette auto devoir servir financer retraite mascarade devoir payer taxer carbone faire barbecue charbon carbone résidu grille barbecue devoir payer malus faire eau pétillante partir eau robinet grâce cartouche  vraiment écologiste mr macron refaire grand unique principe nature savoir pérennité espèce tant animales végétales comment principe pouvoir respecter abord espèce devoir adapter environnement exemple ours brun terre plutôt marron ours blanc neige deuxièmement espèce devoir nourrir circonstance déplacement animal afrique trouver nourriture exemple troisièmement importer reproduction espèce espèce humaine besoin homme femme reproduire pérenniser espèce conséquence mariage insulte grand principe nature homosexualité sembler pacs améliorer suffire apparition sida aller faire hurler association vivre subvention argent résulter grand principe nature élimination erreur nature effet individu sexe pouvoir avoir descendance contraire grand principe nature phénomène homosexuel devenir trop importer nature sortir virus sida diminuer importance risquer disparition espèce humaine scientifique digne nom pouvoir contredire ordure mitterand permettre savoir ordure refuser faire service militaire tant chef armée raison année apprendre partie magouille dignes machiavel informer voisin napoléon malmaison  an ; penser sortir boulevard périphérique chercher connaître maîtresse grossouvre médecin sucrier étouffer presse français  an cacher l‘existence batarde tirer balle tête soir élysée tant ordure mitterand avaler couleuvre,Oui, philosophie état français problème taxe; problème taxe pouvoir taxe servir enrichir fonctionnaire,Oui,  an refuser rouler diesel polluer planète, besoin chauffage quitter métropole transport commun falloir politiques ile arrêter détourner profit subvention recevoir métropole europe sûr intouchable tant justice français ordre etat français normal fonctionnaire payer état, arrêter taxer vrai français travailler  heure jour droit  heure  semaine congé arrêt maladie accident travail abattementde  impot subvention aider quelconques retraite  an taux plein,Oui, falloir rendre écologique énergie renouvelables vouloir éolien jardin tant pollution visuel sonore intense vouloir horribles panneau photovoltaïques faible rendement toit louvre exemple vouloir louvre vouloir,Non,, transport demande, etat région département entreprise priver laisse possibilité travailler lobbyiste taxi exemple bloquer ile, falloir france faire choix continuer vendre diesel tour bras leçon donner pays allemand beaucoup écologiste porsche arrêter moteur diesel année dernier ; renault chose sûr, développer énergie renouvelables falloir écologiste proposition état français satisfaisante jour,Mer
353,VXNlcjphOGNlNDI0OS0yZmZhLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MzI0YzIyNmYtMmZmYi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-68045,Taxe carbone,2019-02-14 02:52:33,2019-02-14 10:27:08,,False,,,97000, pollution air, oui,Oui, menacer directe,Oui,,, taxer pollueur redistribuer totalité région puits carbone,Oui, néant chauffage,Oui,, vélo,, contraindre taxation pollueur,,Mer
354,VXNlcjphOTJmMDRiZi0xZjFkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6Mjc5ZTA2YzctMWYyMC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-11253,URGENCE ECOLOGIQUE,2019-01-23 16:04:17,2019-01-23 16:04:17,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, réduction drastique émission effet serrer,Oui, pollution air,Oui, essayer réduire consommation eau électricité, développement transports commun,,,,Je n'utilise pas la voiture pour des déplacements quotidiens,, transports commun, municipalité, décourager montrer bon exemple, développer énergie renouvelables,Mer
355,VXNlcjphOTNlYTEzZS0yZTY3LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MDg4YmUxNDQtMmU2ZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-65335,Service Agricole Volontaire,2019-02-12 03:22:24,2019-02-12 03:25:54,,False,,Citoyen / Citoyenne,97000, agriculture productiviste totalement déconnecter nature altérer biodiversité appauvrir sol encourager érosion, encourager petit ferme tailler humaine pratique vertueuses protecteur biodiversité production qualité proximité petit exploitation micro fermer demander mal main oeuvre proposer instauration service agricole volontaire remettre jeune citoyen coeur nature entoure permettre ainsi créer lien social travers projet commun vertueux,Oui, vivre antilles français ouragan violer algue sargasse utilisation passer pesticide chlordécone,Oui, diminution déchet compostage jardin limitation usage plastiquer, remettre placer consigne verre créer récipient verre standardiser marquer confondre, mieux taxer carbone impact carbone heure actuelle transparait majorité achat faire avion fruit légume importer taxer matière plastiquer imposer marquer réduction drastique emballage imposer compostage individuel maison jardin proposer tva réduire produit vertueux faible impact carbone bio temps transition uniquement encourager gens faire meilleur choix,Non,,Non,, voiturer électrique,, montrer réellement exemple dossier aberrants abandon pur simple projet montagne guyane interdiction pur simple pesticide nuire biodiversité tuer sol montrer acte fort engagement france transition écologique avoir vision avenir devoir monde demain vouloir faire partir temps discours parole air mr macron,,Mer
356,VXNlcjphOTY5MDNmYi0yMGQyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YzZkYmUyMTYtMjBkMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-23107,Protéger la biodiversité au quotidien,2019-01-25 20:02:35,2019-01-25 20:02:35,,False,,Citoyen / Citoyenne,97000, biodiversité disparition espèce, replanter plante fleur menacer espace urbains rentabiliser espace faire cohabiter activité humaines nature,Oui,,Oui,, prise conscience innovation, innover service,Oui,,Non,, transports commun|le covoiturage|le vélo, collectivité territoriale,, obliger manger viander repas végétarien semaine cantine,Mer
357,VXNlcjphOWE1ODMzNS0zODk5LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YTgyYjdiZDUtMzg5Yi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-87724,pénaliser les citoyens qui ne respectent pas le tri sélectif de leurs déchets,2019-02-25 02:21:20,2019-02-25 02:21:20,,False,,Citoyen / Citoyenne,97000, dérèglement climatiques croire sécheresse, améliorer isolation habitat exister limiter effet serrer,Oui, canicule répétition,Oui, tri séléctif, régler chauffage climatisation,,Oui, connaitre possibilité lier pomper chaleur,Non,, covoiturage, citoyen entreprendre covoiturage,,,Mer
358,VXNlcjphOWFhODBlMi0yMDA0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MGMzNTU3NzYtMjAwOC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-18783,On se sort les doigts du cul,2019-01-24 19:44:14,2019-01-26 06:33:36,,False,,Citoyen / Citoyenne,97000, biodiversité disparition espèce, expert mec connaître décider quitter poste ministre écouter bon début,Oui, cyclone irma josé marier,Oui, tri sélectif choisir produit bio prendre transports commun lorsqu adapter tellement chose faire, investissement transports commun, besoin inciter prêt donner moyens aller,Non,,Non,, vélo|les transports commun, voisin pauvre débile aller etat, taper, entamer pouvoir ouais,Mer
