,authorId,id,reference,title,createdAt,publishedAt,updatedAt,trashed,trashedStatus,authorType,authorZipCode,QUXVlc3Rpb246MTYw - Quel est aujourd'hui pour vous le problème concret le plus important dans le domaine de l'environnement ?,QUXVlc3Rpb246MTYx - Que faudrait-il faire selon vous pour apporter des réponses à ce problème ?,QUXVlc3Rpb246MTQ2 - Diriez-vous que votre vie quotidienne est aujourd'hui touchée par le changement climatique ?,"QUXVlc3Rpb246MTQ3 - Si oui, de quelle manière votre vie quotidienne est-elle touchée par le changement climatique ?","QUXVlc3Rpb246MTQ4 - À titre personnel, pensez-vous pouvoir contribuer à protéger l'environnement ?","QUXVlc3Rpb246MTQ5 - Si oui, que faites-vous aujourd'hui pour protéger l'environnement et/ou que pourriez-vous faire ?","QUXVlc3Rpb246MTUw - Qu'est-ce qui pourrait vous inciter à changer vos comportements comme par exemple mieux entretenir et régler votre chauffage, modifier votre manière de conduire ou renoncer à prendre votre véhicule pour de très petites distances ?",QUXVlc3Rpb246MTUx - Quelles seraient pour vous les solutions les plus simples et les plus supportables sur un plan financier pour vous inciter à changer vos comportements ?,"QUXVlc3Rpb246MTUy - Par rapport à votre mode de chauffage actuel, pensez-vous qu'il existe des solutions alternatives plus écologiques ?","QUXVlc3Rpb246MTUz - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à changer de mode de chauffage ?","QUXVlc3Rpb246MTU0 - Avez-vous pour vos déplacements quotidiens la possibilité de recourir à des solutions de mobilité alternatives à la voiture individuelle comme les transports en commun, le covoiturage, l'auto-partage, le transport à la demande, le vélo, etc. ?","QUXVlc3Rpb246MTU1 - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à utiliser ces solutions alternatives ?","QUXVlc3Rpb246MjA3 - Si non, quelles sont les solutions de mobilité alternatives que vous souhaiteriez pouvoir utiliser ?",QUXVlc3Rpb246MTU3 - Et qui doit selon vous se charger de vous proposer ce type de solutions alternatives ?,QUXVlc3Rpb246MTU4 - Que pourrait faire la France pour faire partager ses choix en matière d'environnement au niveau européen et international ?,QUXVlc3Rpb246MTU5 - Y a-t-il d'autres points sur la transition écologique sur lesquels vous souhaiteriez vous exprimer ?,Region
50,VXNlcjo2NmUxOTI4MS0xZDYyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NGJiYjk1ODctMWYwZi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-10195,Ecologie incitative et non punitive,2019-01-23 14:03:36,2019-01-23 14:03:36,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, réduire émanation toxique entreprise polluantes,Non,,Oui, tri sélectif déchet ménagers covoiturage possible consommation eau contrôler piscine consommation électricité contrôler panneau solaire, transports commun inexistants périmètre habitable aide conséquente panneau solaire, baisser taxe foncière personne trier déchet posséder pisicine investir panneau solaire,Oui, aide financier hauteur investissement,Non, créer ligne boire horaire respecter suffire deplacements, transports commun|le transport demande, mairie connaître mieux tissu local, falloir faire effort niveau national commune proposer choix irréalisables international,,Corse
51,VXNlcjo2ODFhYzc2NS0yMjZjLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MTg4Y2JhODEtMjI2Zi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-31034,pollution,2019-01-27 21:06:56,2019-01-27 21:06:56,,False,,Citoyen / Citoyenne,20000, pollution air, revoir émission centrale thermique bateau commercial émission effet serrer,Oui, pluis vent froid hiver chaud,Oui, tri sélectif éviter véhicule marcher pied co voiturage dommage vélo électrique trop cher, isolation, déduction impôt changer chauffage logement hermétique cher,Oui, inciter mairie trouver solution immeuble passives aider entreprise produit innover écologie,Oui, pister cyclables vouloir déplacer vélo transport commun propre inciter co voiturage, transports commun|le covoiturage|le vélo|a pied, collectivité locale, cop ,  taxer pollueur donner subvention jusqu présent  développer tri déchet trouver moyen écologique traitement ex sardaigne  supprimer plastiquer possible,Corse
52,VXNlcjo2OWVkM2I0NC0xZTYxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NGE0YTlhY2EtMWZiNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-15193,Et si on faisait une politique environnementale pour changer ?,2019-01-24 09:44:41,2019-01-24 09:44:41,2019-01-24 10:08:44,False,,Citoyen / Citoyenne,20000, biodiversité disparition espèce, politique environnementale,Oui, hausser température épisode pluvieux violer régulier,Oui, tri sélectif ramassage déchet gens faire preuve civisme, concerner chauffage foyer utiliser gaz corser chauffage gaz mettre edf terme travail convenir isoler mieux fenêtre ressource permettent  changer état renoncer voiture possible compter tenir situation particulière corse covoiturage apparaître possible enfant bas âge  an ailleurs transports commun trop développer apporter réelle alternative voiture changer voiture apparaître simplement impossible compter tenir rester vivre notamment voiture électronique pouvoir réparer ailleurs considérer voiture électrique solution problème environnementaux fuite effet véhiculer idée pouvoir continuer vivre façon modifier chose marge, transport commun gratuits parc stationnement abord ville gratuits obligatoire personne habiter commune centrer ville piéton,Non,,Non, préciser utiliser seule voiturer devon matin amener fils crèche partir travail compter tenir absence réseau transports commun étendre solution alternative exister simplement, transports commun, collectivité corser contrôler cfc équivaloir sncf corse aide état notamment extension ligner nécessaire casamozza porto vecchio concerner réseau boire état devoir inciter échelon locaux département continent collectivité corser corse mettre placer réseau train boire permettre déplacer partout devoir obligatoirement utiliser voiture préférence devoir donner train polluer, volontaire environnement quota carbone constituer absolument réponse mesure enjeu permettre multinationale réaliser bénéfice logique dire falloir éviter polluer aberration compter tenir urgence mondiale lieu mettre placer politiques viser protéger espèce aider pays difficulté préserver faune préserver espace naturel créer zone protéger dépolluer activement environnement faire payer pollueur maniérer collective dépolluer revêtir importance vitale environnement lieu emparer question notamment organiser dépollution océan nécessiter vraie coopération international exister action simple pouvoir miser placer obliger industriel produire déchet question emballage produit exemple falloir carton emballer tube dentifrice islande absence carton emballer dentifrice imposer succès pouvoir envisager instar taxe soda mettre placer taxe consommation plastiquer entreprise redevable obliger dernier limiter emballage inutiles réduire consommation plastiquer lieu débuter transition économie reposer uniquement pétrole savoir modèle économique baser pétrole pouvoir prolonger éternellement revancher agir pouvoir éventuellement garder mode vie proche actuel effort devoir entreprendre contenir rejet  réduire drastiquement terme falloir sortir logique croissance volontairement engager décroissance nécessaire survie, oui aimer parler écologie faire écologie consister décider construire aéroport autoroute établir tracé ligne tgv consister avantage inciter polluer écologie sens protéger faune préserver flore li ministère charger question occuper question relever sens aménagement territoire pouvoir défier désigner politique environnementale façon fiscalité verte sembler hypocrisie nom autant argent utiliser dépolluer protéger préserver environnement arrêter faire  couvrir transition écologique aménagement territoire mettre œuvre exemple chose faire visible corser faire détruire systématiquement frai propriétaire construction illégale premier lieu édifier espace remarquables protéger souvent état abonner absent question remise état site devoir ailleurs miser œuvre frai propriétaire ailleurs destruction devoir pouvoir réaliser moment possibilité opposer nombreuses année inaction pouvoir public,Corse
53,VXNlcjo2YTAwMzNlMC0yMDY4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6OTBlZGE2ZDktMjA2YS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-20149,Écologie,2019-01-25 07:29:28,2019-01-25 07:29:28,,False,,Citoyen / Citoyenne,20000, pollution air, contraindre gros pollueur prendre mesure immédiates ferry usiner flotter camion passage hydrogene électrique gaz naturel investir massivement recherche pile combustible fabrication hydrogene partir  méthane obliger constructeur fabriquer véhicule électriques hybrider interdire fabrication moteur essence diesel revancher laisser parc vehicule actuel mourir taxer imposer utilisateur inciter prime exonération condition ressourcer impôt indirect tva achat véhiculer propre,Non,,Oui, recyclage planter arbre, accessibilité financier technologie propre coût achat vélo électrique dépasser , exonération tva crédit impôt aider région condition ressourcer,Oui, aider financière directes changement chaudière condition ressourcer,Non, améliorer accessibilité ville vélo véhiculer rouer propre entreprise administration aménager locaux espace doucher casier rangement utilisation agent utiliser vélo proposer stationnement gratuit possibilité rechargement électrique véhicule propre, vélo, décision personnelle fonction paramétrer praticité, montrer exemple fonder modèle économie rentable acteur transition écologique comprendre citoyen, oui,Corse
54,VXNlcjo2YTUxYTc4MC0yMzIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NzkwN2E1NGEtMjMyNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-33492,environement,2019-01-28 18:45:16,2019-01-28 18:45:16,,False,,Citoyen / Citoyenne,20000, pollution air, réduire diesel normer sévères chaudière,Non,,Oui, recyclage trajet pied velo, pister cyclables, taxer diesel,Non,,Oui, utilise deja,, ville region, donner exemple, aider isolation logement interdiction diesel ville augmenter solaire reduire long terme nucleaire,Corse
55,VXNlcjo2YmQ3NTUyZi0xZTc0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YTYxZjk3YWEtMjNkMi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-35561,Ressources,2019-01-29 15:32:04,2019-01-29 15:32:04,,False,,Citoyen / Citoyenne,20000, économiser ressource, lumière éteindre nuit magasin monument laisser allumer réverbère préalable équiper panneau photovoltaïques,Oui, angoisser,Oui, trier déchet compostage acheter produit occasion possible privilégier producteur locaux réduire consommation électricité eau faire attention utiliser véhicule nécessaire, rapprocher lieu travail domicile, augmentation gratuite transports commun,Non,,Non,, transports commun|le covoiturage|l auto partage|le transport demande, etat, savoir,,Corse
56,VXNlcjo2ZDUzYmZjYi0xZWQ1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NzgxOGM4NTItMWVkZi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-7818,Il serai temps,2019-01-23 08:21:15,2019-01-23 08:21:15,,False,,,20000, biodiversité disparition espèce, enseigner nature croire homme prioritaire,Oui, dérèglement saison,Oui, respecter nature, vrai problème gaspillage, alignement prix véhicule neuf entrée gamme pays européen chers diminuer coût entretien incitation acheter véhicule hybrider financer aide amélioration habitat façon directe personne concerner avancer fraîs financement harmoniser frai installation professionnel limiter coût,Non,,Non, exister trop dispendieuses, milieu rural solution véhicule energivores, etat, faire preuve efficacité choix, arrêter considérer campagne maison retraiter vacance laisser actif continuer travailler dynamiser campagne regrouper service ds maison service favoriser proximité soin éviter déplacement coûteux inutiles polluer,Corse
57,VXNlcjo2ZTc0ODFlZi0xZjk2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MTZkZjdkMjctMjE3Yi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx // UHJvcG9zYWw6Y2ZiZTBkYzctMjE3Yi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-25809 // 2-25836,Décroissance // décroissance,2019-01-26 16:05:26 // 2019-01-26 16:00:16,2019-01-26 16:05:26 // 2019-01-26 16:00:16,,False,,Citoyen / Citoyenne,20000, biodiversité disparition espèce, long terme changer modeler économique court terme faire zone protéger consommer façon responsable voire consommer long terme court terme proposer zone protéger privilégier circuit courir agriculture bio,Oui, fréquence violence phénomène tempêter inondation canicule violence phénomène climatiques tempêter inondation canicule fréquence phénomène,Oui, limiter gaz effet serrer chauffer déplacer façon responsable vivre vivre planète acheter bien respectueux environnement acheter modifier façon consommer, voiture transports commun passage régulier  jours  chauffage changer chaudière gaz chaudière granuler exemple voiturer création transports commun, bonus achat voiture chaudière polluante obtention bonus,Oui, bonus achat nouvelle chaudière bonus,Non, création transports commun desservir commune, transports commun, communauté commune communauté commune, prendre mesure importante exemple interdiction glyphosate mandater   personne donner moyens négocier faire lobby prendre mesure mandater   personne donner moyens négocier font lobby, seule décroissance pays riche permettre faire façon correcte transition écologique transition écologique seulement gaz effet serrer façon vivre sembler terre seule décroissance pays riche pouvoir permettre façon durable transition,Corse
58,VXNlcjo2ZjY2MTBkOC0zYzlmLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NzE4OTU5NmMtM2NhNy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-97164,Patrick20000,2019-03-02 05:55:47,2019-03-02 05:55:47,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, changement climatique origine réchauffement atmosphère planète activité nécessaire énergie utiliser activité provenir terre atmosphère primordiale orienter source énergie activité solaire vent,Oui, saison chaude accès eau difficile raison période sécheresse marquer,Oui, orienter source énergie nécessaire logement solaire notamment eau chaude sanitaire solaire améliorer isolation habitation réduire besoin chauffage utiliser transports commun déplacement domicile travail, urger mode production collective individuel électricité orienter solaire vent remplacer énergie nucléaire thermique charbon gaz utilisation véhicule électriques bon solution uniquement électricité miser disposition source solaire venteuse, faire baisser prix véhicule électriques installation panneau photovoltaïques toiture,Non,,Je n'utilise pas la voiture pour des déplacements quotidiens,, transports commun, développement transports collectif optimal prendre charger collectivité communauté agglomération nécessiter modification plan déplacement urbains,, améliorer source production énergie devon améliorer niveau consommation logement source importante besoin énergie importer rendre gourmand énergie améliorer isolation limiter besoin chauffage climatisation inciter voire imposer changement falloir pouvoir imposer plan local urbanisme définir nouveau construction utiliser mode production énergie individuel origine solaire venteuse consacrer partie terrain constructibles production énergie,Corse
59,VXNlcjo3MDEyY2YxYy0xZmI3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MWI2MGEzYjctMWZjMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-15892,Survie de la Terre au coeur de l'organisation économique mondiale,2019-01-24 11:30:44,2019-01-24 11:30:44,,False,,,20000, dérèglement climatiques croire sécheresse, cause identifier devoir traiter mondialement falloir prévoir sanction économique encontre pays pollueur réfractaires,Oui, maladie devoir pollution air alimentation lier agriculture intensive,Oui, consommer produit circuit courir diminuer consommation eau covoiturage tri déchet, proposer véhicule polluer prix abordables, développer transports commun proposer énergie polluantes aide accéder,Oui, faciliter cout financier passage énergie renouvelables,Oui, faciliter transport demande,, intercommunalité, travailler développer priorité commune service humain respecter, favoriser retour production locale éviter pollution lier transport produit industriel alimentaires provenir pays lointain humain exploiter,Corse
60,VXNlcjo3MDQ3MDhkZi0yYzllLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZjExMmFlMTktMmRjOS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-63827,Implication de tous,2019-02-11 07:54:56,2019-02-11 07:54:56,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, responsabiliser industriel contrôler ensemble gouvernement impliquer,,,Oui, tri déchet responsabilité eau déplacement vélo, developper piste cyclables transports commun, arrêter taxe,,,Oui, faciliter réseau, vélo|marche, inter co, démontrer choix entraver performance économique améliorer état santé population,,Corse
61,VXNlcjo3MWJiYmFkZi0xZDRkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6OWY4NTY3NDItMWZkNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-16622,"un ""tiens"" vaut mieux que ""deux tu l'auras""",2019-01-24 13:43:17,2019-01-24 13:43:17,,False,,Citoyen / Citoyenne,20000, traitement dfes déchet, etre vraiment efficace tri recyclage déchet,Non,,Oui, faire tri chauffage économique pomper chaleur panneau solaire alimenter éclairage jardin limitation utilisation voiture réducteur débit robinet utilisation ampoule économique,,,Non,,Non,, transports commun|le transport demande|le vélo, collectivité mettre placer infrastructure nécessaire bande cyclables, faire abord taxon produit importer respectueux, promouvoir autonomie energétique logement,Corse
62,VXNlcjo3MjYzZGQ5MS0yMGMzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MjViMmJkN2YtMjBjYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-22862,ARRETEZ DE CREER DES GEANTS DES MERS POUR TOURISME DE MASSE !!!!,2019-01-25 18:53:39,2019-01-25 18:53:39,2019-01-25 20:57:06,False,,Citoyen / Citoyenne,20000, surconsommation, devenir responsable refuser mondialisation,Oui, regarder constater grand chaleur vents violer simplement agriculture,Oui, consommation circuit courir bio, faire piste cyclables simplement commune trottoir,,Oui, defiscalisations,Oui, aménagement obligatoires niveau commune améliorer espace pietons,, commune fiscalité etant lourder devoir etre lisible terrain quotidien,, interdire definitivement pesticide glyphosate,Corse
63,VXNlcjo3MmNlNmUxYS0xZDhiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6Y2JhZGM2ZjUtMWZmNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-17968,les ordures en corse,2019-01-24 17:26:26,2019-01-24 17:26:26,,False,,Citoyen / Citoyenne,20000, problème ordure île corser, arrêter enfouissement construire incinérateur digne nom réguler tourisme attendre,Non,,Oui, diminuer déplacement voiturer baisser chauffage isoler correctement bâtiment servir soleil nouvel énergie trier correctement ordure, transport commun baisser considérablement voir supprimer tva installation énergie renouvelable photovoltaïque réserver eau pluviale chauffer eau solaire, financièrement impossible actuellement,Oui, tarif autonomie totale production électrique,Non,, transports commun|le transport demande|le covoiturage|l auto partager, conseil régionale, partager ordure encombrantes traiter lieux envoyer pays développer, arrêter croissance consommation outrance jour possible système capitaliste tributaire croissance marcher tête vivre ensemble partage équitable profitable planète,Corse
64,VXNlcjo3NDRkMWE0My0zNTIzLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MDdiOGRlZDMtMzUyOS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-79177,Former et Informer le citoyen,2019-02-20 17:03:15,2019-02-20 17:03:15,,False,,,20000, oublier planète entière concerner monde entier france, informer citoyen geste courir bonne résolution aller loin niveau éducation nationale enfant,Non,,Oui, récupérer eau recycler vieux meubler resto cœur vouloir jeter systématiquement société consommation préoccuper déchet, campagne obliger prendre voiture travailler organiser ramassage ville exemple entreprise collectivité pouvoir organiser, aider financier déduction fiscale,Oui, trouver alternative remettre causer installation exemple chauffage fuel radiateur fonte impossible passer électrique,Non,, transport demande|les transports commun, entreprise collectivité pme, hauteur défi, gaspiller,Corse
65,VXNlcjo3NTY0YWI5Mi0yMjYzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZTNjYzM3YmUtM2Y3NC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-108607,"avoir une APPROCHE SYSTEMIQUE des mesures écologiques, car elles peuvent s'avérer plus polluantes à terme",2019-03-05 19:31:28,2019-03-05 19:31:28,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, construire importer importer comment remettre arbre plaine,Non,,Oui, manger local possible faire tri sélectif acheter vrac alimentation possible acheter article objet vêtement livrer jeu occasion site internets brocante optimiser déplacement voiturer gpl scanner possible éviter papier faire couler eau inutilement allumer lumière temps surchauffer, développer service boire village créer piste cyclables corser,,Non,,Non, mettre élus face responsabilité, transports commun, élus,, avoir vision systémique écologie batterie électriques voiture quid polution fabrication pouvoir destruction éolien durée vie  an électroménager réparer défaut trouver pièce rechanger,Corse
66,VXNlcjo3NTc2ZDI2Ni0yNzFiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YTE5ZGQ2MTAtMjcyNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-46103,Ne plus faire de l'écologie une punition mais accompagner le citoyen dans une démarche écologique qui lui rapporte,2019-02-02 21:10:48,2019-02-02 21:10:48,,False,,Élu / élue et Institution,20000, problème lier découler directement indirectement activité humaine, transition écologique devoir punitive contraire accompagner citoyen valoriser geste action conduire respect environnement exemple politique déchet catastrophe corser rémunérer citoyen faire tri rapporter directement déchet recycleries déchetterie financer taxe industriel emballage vente produit recycler récolter également partie taxe ordure ménagère voire instaurer système consigner emballage exemple connaître longue période sécheresse suivre épisode fort pluie obliger mise placer récupérateur eau pluie nouvelle construction aider particulier crédit impôt circuit toilette arrosage jardin aberration utiliser eau potable traiter wc arrosage gain usager facture eau région fort ensoleillement obligation installer panneau photovoltaïques nouveau bâtiment public électricité produire abord utiliser dit bâtiment baisser coût fonctionnement surplus revendre opérateur électrique recette supplémentaire collectivité production électricité station épuration biogaz recette venter aller collectivité territoriale développer transition écologique territoire miser placer borner recharger véhiculer électriques aider particulier travail économie énergie miser placer niveau région département régie charger gestion eau potable agricole assainissement laisser lourder compétence commune forcément moyens financier humains assurer service qualité mutualisation moyens niveau territoire grand amène gestion solidaires territoire interconnexion réseau libérer vente semence mettre fin tentative miser tutelle biodiversité grand groupe industriel seul intérêt profit interdiction graine hybrider pouvoir replanter année suivre mettre disposition terrain communaux ménager souhaiter créer jardin potager liste pouvoir longue,Oui, voyons jours phénomène météo violer souvent manque eau saison chaude arriver,Oui, essayer avoir comportement respectueux environnement trier déchet recyclerie compostage rester verdure poule an planter arbre fruitier joindre utile agréable stocker carbone rejeter oxygène atmosphère sensibiliser enfant problème environnementaux adopter attitude adéquate respect environnement,, faire écologie punition accompagner citoyen démarche écologique rapporter tant plan qualité vie financier accord pollueur payeur devoir avoir contrepartie financier faire geste environnement,Non,,Non,, transports commun|le covoiturage, niveau politique régionale devoir faire politique transports commun, montrer partenaire européen transition écologique développement durable créateur croissance permettre économie énergie matière première,,Corse
67,VXNlcjo3NWM0MDg1Mi0zOGRiLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MjM0N2E4ODUtMzhmZi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-88381,Préservation des conditions de vie humaines et course au profit du système libéral,2019-02-25 14:13:27,2019-02-25 14:13:27,,False,,Citoyen / Citoyenne,20000, problématique globale, protection environnement proposer devoir fin question tant protéger environnement contribuer préservation condition vie humaines terrer environnement remettre dégât causer civilisation humaine humanité survivre longtemps dégradation environnement quête cesser profit consommation masser acheter jeter système libéral préférer engranger profit courir terme proposer solution durable pérenne avenir action politiquer adopter domaine devoir poser question décision durable long terme qualité vie concitoyen avenir décision soumettre pression lobby influents tenir argent possesseur domaine grand distribution agrochimie industrie voir état urgence actuelle décideur politiquer devoir prendre mesure radical changement paradigme société actuelle inciter vie consommation possession matérielle élément réussite sociale inciter vie  avoir temps pouvoir donner action rentable sociable soin environnement exemple  avoir consommation énergétique faible déplacement long autosuffisance énergétique exemple  consommer produire déchet exemple  suivre recommandation étude scientifique porter capacité agriculture paysan biologiques nourrir ensemble population maniérer saines  suivre recommandation étude scientifique gieg mesure urgentes prendre terme émission carbone  projet industrie présntent bilan carbone globale faible voir process,Oui, sécheresse incendier perte fertilité sol perte activité biologique sol taux matière organique sol bétonnisation sol entraîner mauvais gestion écoulement eau pluie in fine inondation perte terre agricoles profit construction pollution sol pollution air pollution eau eau souterraine eau rivière eau mer gestion déchet plastiquer microplastiques quantité gigantesque mer molécule chimiques synthèse quotidiennement ingérer organisme connaissance effet long terme santé humaine,Oui, question protéger environnement contribuer préservation condition vie humaines terrer environnement remettre dégât causer civilisation humaine humanité survivre longtemps dégradation environnement façon vivre consommer acheter acheter produire nourriture suivre raisonnement implicant impact génération futures salarier association environnementale,,,Oui,,Je n'utilise pas la voiture pour des déplacements quotidiens,, vélo,,,,Corse
68,VXNlcjo3OGRhNTU1ZS0yNzJlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MzE5NWVmZTctMjczNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-46352,S b,2019-02-02 22:55:03,2019-02-02 22:55:03,,False,,Citoyen / Citoyenne,20000, pollution air, revoir émission gaz usine,Oui, période canicule crue,Oui, tri déchet diminuer consommation eau électricité pouvoir dire potager, fais,,Oui, réduction impôt,Non,, covoiturage, mairie, maintenir conviction écologiques convaincre,,Corse
69,VXNlcjo3YTM2OTVlOC0yZDdhLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MTE2YzE3YjYtMzYyNS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-82027,Changer les mentalités,2019-02-21 23:07:24,2019-02-21 23:07:24,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, lutter réchauffement climatique falloir abord consommer consommer local ensuite falloir promouvoir accord international faveur écologie sanctionner financièrement respectent,Oui,,Oui, population mondiale faire croître façon exponentielle falloir repenser manière consommer mode vie personnellement consommation raisonner acheter chose prix réfléchir savoir vraiment besoin trier déchet éteindre lumière sortir pièce laisser appareil veiller par éteins utiliser climatisation hiver préférer garder pull gilet intérieur plutôt mettre chauffage régler trop fort privilégier déplacement pied vélo lorsqu excéder , falloir éduquer jeune jeune âge scolarité éduquer adulte campagne information coût écologique économique comportement gain tirer changement comportement concerner transports falloir favoriser zone piéton centrer ville ainsi piste cyclabes favoriser également transports commun infrastructure coût abonnement covoiturage incitation économique part employeur remboursement partiel trajet, changement devoir obligatoirement passer carotte fiscale prendre conscience pouvoir faire améliorer foi situation personnelle enfant avenir planète aider multiplier campagne information éducatives,Oui,,Oui, utiliser vélo marche changement comportement passer éducation jeune information méfait mode consommation actuels adoption comportement vertueux,,, etre exemplaire,,Corse
70,VXNlcjo3YjI2YzhjNS0xZjA3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZGFhMzI4NGEtMWYwZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-10162,des voitures électriques ou autres à 5000€,2019-01-23 14:00:26,2019-01-23 14:05:40,,False,,,20000, oiseau maquis, donner moyens service etat lutter braconnage utilisation produire chimiques illicites,Non,,Oui, traiter arbre jardin mourir mourir bac jardin permaculture, faire piste cyclables balagne,,,,Non,, transports commun|le vélo|les train corser notamment balagne pouvoir hybrider petit assurer calvi île roux, assembler corser, honnête assumer nuage tchernobyl disperser passer france, avoir voiture hybrider hydrogéner électriques  bon falloir faire plaisir total,Corse
71,VXNlcjo3ZDgzZjMzOC0zMWI5LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MTAxYjBhNDQtMzFiZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-71095,Changeons nos mentalités,2019-02-16 08:32:50,2019-02-16 08:32:50,,False,,,20000, dérèglement climatiques croire sécheresse, responsabiliser acteur particulier politiquer industriel passer sensibilisation éducation scolaire jeune âge,Oui, intempérie catastropher naturel fréquenter,Oui, acter simple vie quotidien trier déchet vigilance consommation énergétique covoiturage, économie générer, développement mode doux vélo marcher,Oui, aider subvention permettre investissement,Non,, transports commun, collectivité locale, modifier accord commercial affirmer davantage plan européen thématique,,Corse
72,VXNlcjo3ZTc5NmYxYi0zNzc0LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MzdiYzRjYzQtMzc3OC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-84646,Principe pollueur payeur,2019-02-23 15:35:08,2019-02-23 15:35:08,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, limiter rejet entretenir berge créer retenue eau réservoir interdire permettre construire zone risquer,Oui, tempêter réchauffement vent pluie,Oui, tri économie essence eau électricité, pister cyclables parking vélo garder surveiller vol dégradation, principe pollueur payeur aider reverser pratiquer vertueuses,Non, aider financière bonus malus écologique,Oui, fréquence grand service transport public parking vélo surveiller vol dégradation, transports commun|le covoiturage|l auto partage|le vélo, importer, grand chose état actuel dirigeant mondiaux, optimiste,Corse
